#string_taxon_id	child_cluster_id	parent_cluster_id
9606	CL:38280	CL:38270
9606	CL:38271	CL:38270
9606	CL:38244	CL:38242
9606	CL:38242	CL:38194
9606	CL:38195	CL:38194
9606	CL:38222	CL:38195
9606	CL:38196	CL:38195
9606	CL:38198	CL:38196
9606	CL:38172	CL:38170
9606	CL:38170	CL:38128
9606	CL:38129	CL:38128
9606	CL:38128	CL:38
9606	CL:39	CL:38
9606	CL:38155	CL:38129
9606	CL:38130	CL:38129
9606	CL:38144	CL:38130
9606	CL:38131	CL:38130
9606	CL:38119	CL:38097
9606	CL:38098	CL:38097
9606	CL:38097	CL:39
9606	CL:40	CL:39
9606	CL:38110	CL:38098
9606	CL:38099	CL:38098
9606	CL:38084	CL:38066
9606	CL:38068	CL:38066
9606	CL:38066	CL:37986
9606	CL:37987	CL:37986
9606	CL:37986	CL:40
9606	CL:41	CL:40
9606	CL:38055	CL:38043
9606	CL:38044	CL:38043
9606	CL:38043	CL:37987
9606	CL:37988	CL:37987
9606	CL:38028	CL:37988
9606	CL:37989	CL:37988
9606	CL:38015	CL:37989
9606	CL:37991	CL:37989
9606	CL:38001	CL:37991
9606	CL:37992	CL:37991
9606	CL:37977	CL:37963
9606	CL:37965	CL:37963
9606	CL:37963	CL:37923
9606	CL:37924	CL:37923
9606	CL:37923	CL:41
9606	CL:42	CL:41
9606	CL:37948	CL:37924
9606	CL:37925	CL:37924
9606	CL:37939	CL:37925
9606	CL:37926	CL:37925
9606	CL:37912	CL:37898
9606	CL:37899	CL:37898
9606	CL:37898	CL:37864
9606	CL:37865	CL:37864
9606	CL:37864	CL:37790
9606	CL:37791	CL:37790
9606	CL:37790	CL:42
9606	CL:43	CL:42
9606	CL:37885	CL:37865
9606	CL:37866	CL:37865
9606	CL:37868	CL:37866
9606	CL:37848	CL:37834
9606	CL:37835	CL:37834
9606	CL:37834	CL:37791
9606	CL:37792	CL:37791
9606	CL:37819	CL:37792
9606	CL:37793	CL:37792
9606	CL:37809	CL:37793
9606	CL:37795	CL:37793
9606	CL:37779	CL:37755
9606	CL:37757	CL:37755
9606	CL:37755	CL:37667
9606	CL:37668	CL:37667
9606	CL:37667	CL:43
9606	CL:44	CL:43
9606	CL:37759	CL:37757
9606	CL:37744	CL:37716
9606	CL:37717	CL:37716
9606	CL:37716	CL:37668
9606	CL:37669	CL:37668
9606	CL:37733	CL:37717
9606	CL:37718	CL:37717
9606	CL:37701	CL:37669
9606	CL:37670	CL:37669
9606	CL:37688	CL:37670
9606	CL:37672	CL:37670
9606	CL:37650	CL:37640
9606	CL:37641	CL:37640
9606	CL:37640	CL:37638
9606	CL:37638	CL:37602
9606	CL:37603	CL:37602
9606	CL:37602	CL:37496
9606	CL:37497	CL:37496
9606	CL:37496	CL:44
9606	CL:45	CL:44
9606	CL:37624	CL:37603
9606	CL:37605	CL:37603
9606	CL:37583	CL:37581
9606	CL:37581	CL:37559
9606	CL:37560	CL:37559
9606	CL:37559	CL:37497
9606	CL:37498	CL:37497
9606	CL:37572	CL:37560
9606	CL:37561	CL:37560
9606	CL:37541	CL:37498
9606	CL:37499	CL:37498
9606	CL:37531	CL:37499
9606	CL:37500	CL:37499
9606	CL:37522	CL:37500
9606	CL:37501	CL:37500
9606	CL:37504	CL:37501
9606	CL:37479	CL:37476
9606	CL:37476	CL:37430
9606	CL:37431	CL:37430
9606	CL:37430	CL:37333
9606	CL:37334	CL:37333
9606	CL:37333	CL:45
9606	CL:46	CL:45
9606	CL:37465	CL:37431
9606	CL:37432	CL:37431
9606	CL:37456	CL:37432
9606	CL:37433	CL:37432
9606	CL:37445	CL:37433
9606	CL:37434	CL:37433
9606	CL:37415	CL:37399
9606	CL:37401	CL:37399
9606	CL:37399	CL:37334
9606	CL:37335	CL:37334
9606	CL:37389	CL:37379
9606	CL:37380	CL:37379
9606	CL:37379	CL:37335
9606	CL:37336	CL:37335
9606	CL:37364	CL:37336
9606	CL:37337	CL:37336
9606	CL:37353	CL:37337
9606	CL:37339	CL:37337
9606	CL:37319	CL:37274
9606	CL:37275	CL:37274
9606	CL:37274	CL:37206
9606	CL:37207	CL:37206
9606	CL:37206	CL:46
9606	CL:47	CL:46
9606	CL:37302	CL:37275
9606	CL:37276	CL:37275
9606	CL:37292	CL:37276
9606	CL:37278	CL:37276
9606	CL:37264	CL:37243
9606	CL:37244	CL:37243
9606	CL:37243	CL:37207
9606	CL:37208	CL:37207
9606	CL:37246	CL:37244
9606	CL:37224	CL:37210
9606	CL:37211	CL:37210
9606	CL:37210	CL:37208
9606	CL:37195	CL:37183
9606	CL:37184	CL:37183
9606	CL:37183	CL:37103
9606	CL:37104	CL:37103
9606	CL:37103	CL:47
9606	CL:48	CL:47
9606	CL:37158	CL:37156
9606	CL:37156	CL:37104
9606	CL:37105	CL:37104
9606	CL:37141	CL:37105
9606	CL:37106	CL:37105
9606	CL:37130	CL:37106
9606	CL:37107	CL:37106
9606	CL:37121	CL:37107
9606	CL:37108	CL:37107
9606	CL:37092	CL:37070
9606	CL:37071	CL:37070
9606	CL:37070	CL:37016
9606	CL:37017	CL:37016
9606	CL:37016	CL:36902
9606	CL:36903	CL:36902
9606	CL:36902	CL:48
9606	CL:49	CL:48
9606	CL:37083	CL:37071
9606	CL:37072	CL:37071
9606	CL:37059	CL:37017
9606	CL:37018	CL:37017
9606	CL:37042	CL:37020
9606	CL:37022	CL:37020
9606	CL:37020	CL:37018
9606	CL:37007	CL:36997
9606	CL:36998	CL:36997
9606	CL:36997	CL:36903
9606	CL:36904	CL:36903
9606	CL:36982	CL:36962
9606	CL:36963	CL:36962
9606	CL:36962	CL:36904
9606	CL:36905	CL:36904
9606	CL:36973	CL:36963
9606	CL:36964	CL:36963
9606	CL:36948	CL:36905
9606	CL:36906	CL:36905
9606	CL:36912	CL:36909
9606	CL:36909	CL:36906
9606	CL:36884	CL:36863
9606	CL:36864	CL:36863
9606	CL:36863	CL:49
9606	CL:50	CL:49
9606	CL:36874	CL:36864
9606	CL:36865	CL:36864
9606	CL:36854	CL:36842
9606	CL:36843	CL:36842
9606	CL:36842	CL:36794
9606	CL:36795	CL:36794
9606	CL:36794	CL:35838
9606	CL:35839	CL:35838
9606	CL:35838	CL:50
9606	CL:51	CL:50
9606	CL:36826	CL:36795
9606	CL:36796	CL:36795
9606	CL:36814	CL:36796
9606	CL:36798	CL:36796
9606	CL:36772	CL:35839
9606	CL:35840	CL:35839
9606	CL:36760	CL:36744
9606	CL:36746	CL:36744
9606	CL:36744	CL:36712
9606	CL:36713	CL:36712
9606	CL:36712	CL:36618
9606	CL:36619	CL:36618
9606	CL:36618	CL:35840
9606	CL:35841	CL:35840
9606	CL:36717	CL:36715
9606	CL:36715	CL:36713
9606	CL:36692	CL:36667
9606	CL:36668	CL:36667
9606	CL:36667	CL:36619
9606	CL:36620	CL:36619
9606	CL:36670	CL:36668
9606	CL:36651	CL:36620
9606	CL:36621	CL:36620
9606	CL:36623	CL:36621
9606	CL:36606	CL:36590
9606	CL:36593	CL:36590
9606	CL:36590	CL:36441
9606	CL:36442	CL:36441
9606	CL:36441	CL:35841
9606	CL:35842	CL:35841
9606	CL:36573	CL:36546
9606	CL:36548	CL:36546
9606	CL:36546	CL:36442
9606	CL:36443	CL:36442
9606	CL:36550	CL:36548
9606	CL:36521	CL:36518
9606	CL:36518	CL:36443
9606	CL:36444	CL:36443
9606	CL:36494	CL:36492
9606	CL:36492	CL:36444
9606	CL:36445	CL:36444
9606	CL:36476	CL:36445
9606	CL:36446	CL:36445
9606	CL:36464	CL:36446
9606	CL:36448	CL:36446
9606	CL:36425	CL:36346
9606	CL:36347	CL:36346
9606	CL:36346	CL:35842
9606	CL:35843	CL:35842
9606	CL:36415	CL:36387
9606	CL:36388	CL:36387
9606	CL:36387	CL:36347
9606	CL:36348	CL:36347
9606	CL:36404	CL:36388
9606	CL:36390	CL:36388
9606	CL:36376	CL:36348
9606	CL:36349	CL:36348
9606	CL:36367	CL:36349
9606	CL:36351	CL:36349
9606	CL:36330	CL:36299
9606	CL:36301	CL:36299
9606	CL:36299	CL:36215
9606	CL:36216	CL:36215
9606	CL:36215	CL:35843
9606	CL:35844	CL:35843
9606	CL:36303	CL:36301
9606	CL:36290	CL:36272
9606	CL:36274	CL:36272
9606	CL:36272	CL:36216
9606	CL:36217	CL:36216
9606	CL:36242	CL:36222
9606	CL:36223	CL:36222
9606	CL:36222	CL:36219
9606	CL:36219	CL:36217
9606	CL:36225	CL:36223
9606	CL:36204	CL:36188
9606	CL:36190	CL:36188
9606	CL:36188	CL:35844
9606	CL:35845	CL:35844
9606	CL:36172	CL:36105
9606	CL:36107	CL:36105
9606	CL:36105	CL:35845
9606	CL:35846	CL:35845
9606	CL:36149	CL:36147
9606	CL:36147	CL:36107
9606	CL:36108	CL:36107
9606	CL:36137	CL:36108
9606	CL:36110	CL:36108
9606	CL:36122	CL:36110
9606	CL:36112	CL:36110
9606	CL:36095	CL:36064
9606	CL:36066	CL:36064
9606	CL:36064	CL:35846
9606	CL:35847	CL:35846
9606	CL:36068	CL:36066
9606	CL:36055	CL:36013
9606	CL:36014	CL:36013
9606	CL:36013	CL:35847
9606	CL:35848	CL:35847
9606	CL:36032	CL:36016
9606	CL:36018	CL:36016
9606	CL:36016	CL:36014
9606	CL:36002	CL:35848
9606	CL:35849	CL:35848
9606	CL:35993	CL:35973
9606	CL:35975	CL:35973
9606	CL:35973	CL:35849
9606	CL:35851	CL:35849
9606	CL:35955	CL:35851
9606	CL:35852	CL:35851
9606	CL:35944	CL:35912
9606	CL:35913	CL:35912
9606	CL:35912	CL:35852
9606	CL:35853	CL:35852
9606	CL:35930	CL:35913
9606	CL:35915	CL:35913
9606	CL:35891	CL:35889
9606	CL:35889	CL:35853
9606	CL:35856	CL:35853
9606	CL:35874	CL:35856
9606	CL:35859	CL:35856
9606	CL:35816	CL:35657
9606	CL:35658	CL:35657
9606	CL:35657	CL:51
9606	CL:52	CL:51
9606	CL:35797	CL:35766
9606	CL:35767	CL:35766
9606	CL:35766	CL:35658
9606	CL:35659	CL:35658
9606	CL:35787	CL:35767
9606	CL:35768	CL:35767
9606	CL:35770	CL:35768
9606	CL:35755	CL:35739
9606	CL:35741	CL:35739
9606	CL:35739	CL:35659
9606	CL:35660	CL:35659
9606	CL:35725	CL:35660
9606	CL:35661	CL:35660
9606	CL:35713	CL:35661
9606	CL:35662	CL:35661
9606	CL:35674	CL:35669
9606	CL:35669	CL:35666
9606	CL:35666	CL:35664
9606	CL:35664	CL:35662
9606	CL:35645	CL:35631
9606	CL:35632	CL:35631
9606	CL:35631	CL:35584
9606	CL:35585	CL:35584
9606	CL:35584	CL:35222
9606	CL:35223	CL:35222
9606	CL:35222	CL:52
9606	CL:53	CL:52
9606	CL:35610	CL:35585
9606	CL:35586	CL:35585
9606	CL:35598	CL:35586
9606	CL:35587	CL:35586
9606	CL:35573	CL:35555
9606	CL:35557	CL:35555
9606	CL:35555	CL:35521
9606	CL:35522	CL:35521
9606	CL:35521	CL:35223
9606	CL:35224	CL:35223
9606	CL:35541	CL:35522
9606	CL:35524	CL:35522
9606	CL:35499	CL:35497
9606	CL:35497	CL:35224
9606	CL:35225	CL:35224
9606	CL:35485	CL:35431
9606	CL:35432	CL:35431
9606	CL:35431	CL:35225
9606	CL:35226	CL:35225
9606	CL:35469	CL:35435
9606	CL:35439	CL:35435
9606	CL:35435	CL:35432
9606	CL:35457	CL:35439
9606	CL:35441	CL:35439
9606	CL:35383	CL:35380
9606	CL:35380	CL:35377
9606	CL:35377	CL:35375
9606	CL:35375	CL:35226
9606	CL:35228	CL:35226
9606	CL:35342	CL:35338
9606	CL:35338	CL:35336
9606	CL:35336	CL:35228
9606	CL:35230	CL:35228
9606	CL:35318	CL:35304
9606	CL:35306	CL:35304
9606	CL:35304	CL:35230
9606	CL:35231	CL:35230
9606	CL:35295	CL:35231
9606	CL:35232	CL:35231
9606	CL:35286	CL:35232
9606	CL:35233	CL:35232
9606	CL:35272	CL:35233
9606	CL:35235	CL:35233
9606	CL:35255	CL:35235
9606	CL:35237	CL:35235
9606	CL:35208	CL:35173
9606	CL:35177	CL:35173
9606	CL:35173	CL:35037
9606	CL:35038	CL:35037
9606	CL:35037	CL:53
9606	CL:54	CL:53
9606	CL:35191	CL:35177
9606	CL:35179	CL:35177
9606	CL:35152	CL:35150
9606	CL:35150	CL:35038
9606	CL:35039	CL:35038
9606	CL:35140	CL:35039
9606	CL:35040	CL:35039
9606	CL:35121	CL:35040
9606	CL:35042	CL:35040
9606	CL:35089	CL:35087
9606	CL:35087	CL:35042
9606	CL:35043	CL:35042
9606	CL:35075	CL:35043
9606	CL:35044	CL:35043
9606	CL:35066	CL:35044
9606	CL:35049	CL:35044
9606	CL:35021	CL:34976
9606	CL:34978	CL:34976
9606	CL:34976	CL:34108
9606	CL:34109	CL:34108
9606	CL:34108	CL:54
9606	CL:55	CL:54
9606	CL:35004	CL:34978
9606	CL:34979	CL:34978
9606	CL:34993	CL:34979
9606	CL:34981	CL:34979
9606	CL:34959	CL:34903
9606	CL:34904	CL:34903
9606	CL:34903	CL:34817
9606	CL:34818	CL:34817
9606	CL:34817	CL:34109
9606	CL:34110	CL:34109
9606	CL:34948	CL:34934
9606	CL:34936	CL:34934
9606	CL:34934	CL:34904
9606	CL:34906	CL:34904
9606	CL:34918	CL:34906
9606	CL:34907	CL:34906
9606	CL:34883	CL:34818
9606	CL:34820	CL:34818
9606	CL:34863	CL:34820
9606	CL:34822	CL:34820
9606	CL:34847	CL:34822
9606	CL:34823	CL:34822
9606	CL:34837	CL:34823
9606	CL:34824	CL:34823
9606	CL:34799	CL:34694
9606	CL:34695	CL:34694
9606	CL:34694	CL:34110
9606	CL:34113	CL:34110
9606	CL:34787	CL:34695
9606	CL:34696	CL:34695
9606	CL:34776	CL:34696
9606	CL:34697	CL:34696
9606	CL:34767	CL:34697
9606	CL:34698	CL:34697
9606	CL:34756	CL:34698
9606	CL:34700	CL:34698
9606	CL:34732	CL:34702
9606	CL:34704	CL:34702
9606	CL:34702	CL:34700
9606	CL:34722	CL:34704
9606	CL:34709	CL:34704
9606	CL:34674	CL:34415
9606	CL:34416	CL:34415
9606	CL:34415	CL:34113
9606	CL:34114	CL:34113
9606	CL:34664	CL:34634
9606	CL:34635	CL:34634
9606	CL:34634	CL:34416
9606	CL:34417	CL:34416
9606	CL:34651	CL:34635
9606	CL:34638	CL:34635
9606	CL:34604	CL:34601
9606	CL:34601	CL:34598
9606	CL:34598	CL:34417
9606	CL:34418	CL:34417
9606	CL:34586	CL:34418
9606	CL:34419	CL:34418
9606	CL:34570	CL:34419
9606	CL:34420	CL:34419
9606	CL:34530	CL:34528
9606	CL:34528	CL:34525
9606	CL:34525	CL:34420
9606	CL:34421	CL:34420
9606	CL:34507	CL:34483
9606	CL:34484	CL:34483
9606	CL:34483	CL:34479
9606	CL:34479	CL:34421
9606	CL:34423	CL:34421
9606	CL:34496	CL:34484
9606	CL:34485	CL:34484
9606	CL:34461	CL:34423
9606	CL:34425	CL:34423
9606	CL:34446	CL:34425
9606	CL:34426	CL:34425
9606	CL:34428	CL:34426
9606	CL:34406	CL:34364
9606	CL:34365	CL:34364
9606	CL:34364	CL:34114
9606	CL:34115	CL:34114
